id,ret
178,"""您好，要实现拖曳速度下的平顺直行与转弯，关键在于保持几乎不加油门的低速状态并平稳操作。首先，请登艇并确保周围环境安全，然后启动发动机，保持几乎不加油门的直行状态。转弯时，可进行一趟长约15–21米的大8字路线练习，全程不加油门，通过平缓转动车把来改变艇体方向<PIC>，这将帮助您熟悉艇体对操控的响应并确保动作平顺。"", [""Manual40_19""]"
179,"""摩托艇全速行驶时无法立即刹停，安全停稳的关键操作是：先完全松开油门手柄，让艇体利用水阻自然减速滑行。<PIC>如果判断无法在障碍物前及时停下，应保持油门并向一侧转向避让，待速度降低后再停车。使用RiDE手柄辅助减速可将停车距离缩短约30%，但仍需注意全速停车距离约为90米（具体受重量、水况等因素影响）。"", [""Manual40_25""]"
180,"""您好，为避免摩托艇碰撞事故，您应持续观察周围人员、物体及其他船只，留意影响视线的环境，并以安全速度谨慎驾驶，始终与周围保持安全距离。避免紧跟其他船只、向他人溅水，并避开浅水或有障碍物的区域；对于EX型号摩托艇，请特别注意避免急转弯等危险操作。记住，摩托艇没有刹车装置，因此需及早采取行动规避风险，确保自身和水上其他人员的安全。"""
181,"""您好，根据知识库信息，水泵发动机安全停机的正确步骤为：首先将油门手柄完全向左推，然后将发动机开关置于“OFF”位置，最后将燃油开关手柄置于“OFF”位置。请您按照此顺序操作，可以确保发动机安全、彻底地停止工作，避免发生危险。

操作时请务必在通风良好的区域进行，切勿在封闭空间内使用设备，以保障您的安全。如果您有任何其他疑问，我们很乐意继续为您解答。"""
182,"""您好，根据查询到的信息，水泵的核心内部组件包括机械密封。它是一个精密的动密封部件，主要用于密封旋转轴，以防止流体泄漏。"""
183,"""您好，清洗油箱滤网的步骤如下：请先停止发动机，打开并取下油箱盖，然后取出滤网。使用合适的溶剂彻底清洗滤网，同时检查滤网是否损坏，如有损坏请及时更换。清洗完成后，请将滤网完全擦干，再装回油箱的原位<PIC><PIC><PIC><PIC>最后务必将油箱盖拧紧。建议您定期清洁滤网，例如每月1-2次，以确保供油顺畅。操作时请注意，燃油易燃且有毒，请在通风良好、远离明火的安全环境下进行。"", [""Manual31_32"", ""Manual31_33"", ""Manual31_34"", ""Manual31_35""]"
184,"""您好，根据产品安全信息<PIC>，排放燃油的正确步骤如下：首先请将油箱、燃油开关以及化油器浮子室内的燃油排空<PIC><PIC><PIC><PIC><PIC><PIC><PIC><PIC><PIC><PIC><PIC>。完成后，请向油箱内倒入一杯SAE 10W30或20W40的发动机机油<PIC><PIC><PIC>，并晃动油箱使内壁均匀附上机油，以便在存放期间提供保护。操作时请务必遵守所有安全注意事项，特别是在通风良好的区域进行，并远离火源。"", [""pump_01"", ""generator_23"", ""generator_24"", ""Manual18_40"", ""Manual18_41"", ""Manual18_42"", ""Manual18_43"", ""Manual18_44"", ""Manual18_45"", ""Manual18_46"", ""Manual18_47"", ""Manual18_48"", ""pump_18"", ""pump_19"", ""pump_20""]"
185,"""您好，水泵无法抽水的潜在原因可能包括注水螺塞或放水螺塞松动、软管接头或卡箍松动、O形圈或垫片损坏，以及机械密封损坏。您可以依次检查这些部位，尝试拧紧松动的部件并更换损坏的密封件；同时确保软管安装连接牢固以避免进气影响抽水功能。若问题仍未解决，建议联系专业经销商进行进一步检修。"""
186,"""您好！要设置温控器的日期和时间以实现精准的日程控制，请按以下步骤操作：

1.  **设置日期**：按 **+** 或 **-** 键调整年份，按 **选择键** 确认。随后用同样方法依次设置月份和日期。
2.  **设置时钟格式**：按 **+** 或 **-** 键选择 **12小时制** 或 **24小时制**，按 **选择键** 确认。
3.  **设置时间**：按 **+** 或 **-** 键调整小时，按 **选择键** 确认；再调整分钟，按 **选择键** 确认。

完成以上设置后，您的温控器即可基于准确的时间，自动运行您预先设定的 **程序日程**<PIC><PIC>，从而实现精准的自动温度管理。"", [""Manual36_31"", ""thermostat_04""]"
187,"""您好！调整温控器的系统和风扇运行设置非常简单，以下是具体操作方法：

**系统模式设置：**
按温控器上的""模式键""循环切换，直至显示您需要的模式：
- **自动模式**：温控器会根据室温自动选择供暖或制冷，适合季节交替时使用
- **供暖模式**：仅控制供暖系统，适合冬季使用
- **制冷模式**：仅控制制冷系统，适合夏季使用

**风扇模式设置：**
按""风扇键""循环切换<PIC>，选择合适的风扇运行方式：
- **自动**：仅在系统运行时启动，最节能
- **开启**：风扇持续运行，促进空气流通
- **循环**：风扇间歇运行（约33%时间），有助于室内空气均匀分布

**优化建议：** 建议您将风扇设为""自动""模式，确保在系统运行时高效送风；若想让室内温差更小、空气更均匀，可选择""循环""模式。

如还有其他问题，欢迎随时咨询！"", [""Manual36_30""]"
188,"""您好，要高效地调整温控器程序日程，请按以下步骤操作：首先按温控器上的“菜单”键进入设置，然后使用“选择”键和“+”或“-”键选择您要编辑的日期或日期组（如工作日或周末）<PIC>。接着选择具体的日程时段（如起床、离家、回家、睡眠）<PIC>，并为每个时段设置开始时间和理想的供暖/制冷温度。建议为“离家”等时段设置较低的节能温度，并分开配置工作日与周末参数，以优化能效。完成后请按“主页”键保存设置。"", [""Manual36_31"", ""thermostat_04""]"
189,"""您好，要在不影响已编程日程的情况下临时更改温度，您只需在温控器主界面直接按“+”或“-”键，将温度调整至所需的设定值即可。新的温度设置将自动生效，并保持到下一个预定日程时段开始，原程序日程不会受到任何影响。如果您想取消这次临时更改并立即恢复原日程，可以在调整温度后按一下“取消”键。"""
190,"""您好，当设备警报界面出现时，主界面会显示警报图标<PIC>您需要进入设备菜单查看具体的错误或警报代码，并根据代码对照表来确定对应的问题。请注意，暂态警报在取消或7天后可能会再次显示<PIC>"", [""Manual36_44"", ""Manual36_45""]"
191,"""您好，针对热泵系统的接线修改，为确保连接正确且功能正常，请参考以下基于知识库的操作要点：

首先，请将新温控器上的电线与您旧设备上标记相同字母的端子进行匹配。<PIC> 例如，若旧温控器有单独的O和B电线，请将B电线连接至新温控器的C端子。

此外，请注意：若旧温控器配备的是单根R电线，请将R滑动开关置于向上位置；若旧温控器同时存在V和VR电线，请立即停止操作并联系专业安装人员协助。<PIC> 在连接任何电线前，建议先拍照记录旧接线方式，并在安装时确保所有跨接线已拆除。"", [""Manual36_34"", ""Manual36_35""]"
192,"""您好，根据您的问题，安全更换温控器电池并确保设备正常工作的具体步骤如下：

首先，请确认您的温控器使用两节AA碱性电池进行供电。在更换时，请务必注意电池仓内标注的正负极方向，确保安装正确。

更换过程中，请迅速操作。知识库提示，如果在两分钟内完成电池更换，您无需重新设置时间和日期，所有其他设置也将被永久存储。

安装新电池后，请确保电池牢固不松动。然后开启设备，调节温度设置，并检查屏幕显示是否正常，以确认所有功能均已恢复。如果低电量图标已显示，及时更换电池即可。"""
193,"""您好，理解您在安装新温控器时遇到了接线标签不匹配的情况，为了确保安全和正确连接，请务必遵循我们快速安装指南中的备用接线说明进行操作。

在开始任何接线操作前，**最关键的第一步是断开电源**，并确认系统已关闭以保障安全。接下来，请**务必拍摄旧温控器接线的照片**作为参考。<PIC>当标签不匹配时，通用的备用接线原则是：如果您的旧温控器有单独的R线和RH线，请将新温控器的R滑动开关拨至向下位置（代表2根电线），然后将旧R线连接到新温控器的 Rc端子，将旧RH线连接到新温控器的R端子。如果原接线中只有1根C或C1线，请直接将其连接到新温控器的C端子。

关于此备用接线方法的详细步骤和注释，请您查阅产品快速安装指南第13页“备用接线”部分的示意图。如果您的旧系统接线中含有未在新温控器上列出的端子（例如Y2、L/A、S或U等），或者情况较为复杂（例如有V、VR或单独的B线），我们强烈建议暂停操作并联系专业安装人员协助，以避免连接错误。"", [""Manual36_12""]"
194,"""您好！根据知识库中的信息，温控器在遇到故障时，通常可以通过以下方法进行排查和解决：首先，请检查电源是否已正确连接<PIC><PIC><PIC>，电池状态是否正常；其次，确认所有接线是否正确无误<PIC><PIC>，并检查相关的系统设置。由于具体问题的解决方法可能因型号而异，建议您查阅温控器说明书中的“故障排除”章节获取更详细的步骤。如果问题仍未解决，您可以联系我们的技术支持团队，他们将为您提供进一步的帮助。"", [""Manual36_5"", ""Manual36_6"", ""Manual36_7"", ""Manual36_8"", ""Manual36_9""]"
